Logging to ./baseline_seed_data/bipedalwalker/
---------------------------------
| rollout/           |          |
|    clip_fraction        | 0.161       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.51       |
|    explained_variance   | 0.8         |
|    learning_rate        | 0.0003      |
|    loss                 | 11.8        |
|    n_updates            | 2610        |
|    policy_gradient_loss | -0.00938    |
|    std                  | 0.357       |
|    value_loss           | 18.5        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 935        |
|    ep_rew_mean          | 142        |
| time/                   |            |
|    fps                  | 493        |
|    iterations           | 263        |
|    time_elapsed         | 1092       |
|    total_timesteps      | 538624     |
| train/                  |            |
|    approx_kl            | 0.02660624 |
|    clip_fraction        | 0.326      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.51      |
|    explained_variance   | 0.31       |
|    learning_rate        | 0.0003     |
|    loss                 | 2.01       |
|    n_updates            | 2620       |
|    policy_gradient_loss | -0.00226   |
|    std                  | 0.357      |
|    value_loss           | 2.34       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 947         |
|    ep_rew_mean          | 148         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 264         |
|    time_elapsed         | 1096        |
|    total_timesteps      | 540672      |
| train/                  |             |
|    approx_kl            | 0.017544623 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.51       |
|    explained_variance   | 0.929       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.84        |
|    n_updates            | 2630        |
|    policy_gradient_loss | -0.0103     |
|    std                  | 0.358       |
|    value_loss           | 12.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 949         |
|    ep_rew_mean          | 149         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 265         |
|    time_elapsed         | 1099        |
|    total_timesteps      | 542720      |
| train/                  |             |
|    approx_kl            | 0.009746881 |
|    clip_fraction        | 0.108       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.52       |
|    explained_variance   | 0.788       |
|    learning_rate        | 0.0003      |
|    loss                 | 25.4        |
|    n_updates            | 2640        |
|    policy_gradient_loss | -0.0085     |
|    std                  | 0.358       |
|    value_loss           | 39.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 945         |
|    ep_rew_mean          | 149         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 266         |
|    time_elapsed         | 1103        |
|    total_timesteps      | 544768      |
| train/                  |             |
|    approx_kl            | 0.030860525 |
|    clip_fraction        | 0.27        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.53       |
|    explained_variance   | 0.92        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.75        |
|    n_updates            | 2650        |
|    policy_gradient_loss | -0.00382    |
|    std                  | 0.359       |
|    value_loss           | 3.04        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 949         |
|    ep_rew_mean          | 151         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 267         |
|    time_elapsed         | 1108        |
|    total_timesteps      | 546816      |
| train/                  |             |
|    approx_kl            | 0.024574973 |
|    clip_fraction        | 0.295       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.54       |
|    explained_variance   | 0.37        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.31        |
|    n_updates            | 2660        |
|    policy_gradient_loss | -0.00491    |
|    std                  | 0.361       |
|    value_loss           | 4.77        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 955         |
|    ep_rew_mean          | 154         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 268         |
|    time_elapsed         | 1112        |
|    total_timesteps      | 548864      |
| train/                  |             |
|    approx_kl            | 0.025278632 |
|    clip_fraction        | 0.31        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.57       |
|    explained_variance   | 0.515       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.64        |
|    n_updates            | 2670        |
|    policy_gradient_loss | -0.00876    |
|    std                  | 0.362       |
|    value_loss           | 2.43        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 956         |
|    ep_rew_mean          | 155         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 269         |
|    time_elapsed         | 1116        |
|    total_timesteps      | 550912      |
| train/                  |             |
|    approx_kl            | 0.016466226 |
|    clip_fraction        | 0.232       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.58       |
|    explained_variance   | 0.481       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.913       |
|    n_updates            | 2680        |
|    policy_gradient_loss | -0.0102     |
|    std                  | 0.364       |
|    value_loss           | 4.01        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 955         |
|    ep_rew_mean          | 155         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 270         |
|    time_elapsed         | 1120        |
|    total_timesteps      | 552960      |
| train/                  |             |
|    approx_kl            | 0.020351553 |
|    clip_fraction        | 0.219       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.59       |
|    explained_variance   | 0.934       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.01        |
|    n_updates            | 2690        |
|    policy_gradient_loss | -0.0122     |
|    std                  | 0.363       |
|    value_loss           | 7.34        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 956         |
|    ep_rew_mean          | 156         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 271         |
|    time_elapsed         | 1125        |
|    total_timesteps      | 555008      |
| train/                  |             |
|    approx_kl            | 0.029072698 |
|    clip_fraction        | 0.306       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.58       |
|    explained_variance   | 0.173       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.528       |
|    n_updates            | 2700        |
|    policy_gradient_loss | -0.00798    |
|    std                  | 0.362       |
|    value_loss           | 4.43        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 968         |
|    ep_rew_mean          | 161         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 272         |
|    time_elapsed         | 1128        |
|    total_timesteps      | 557056      |
| train/                  |             |
|    approx_kl            | 0.025196154 |
|    clip_fraction        | 0.259       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.58       |
|    explained_variance   | 0.917       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.639       |
|    n_updates            | 2710        |
|    policy_gradient_loss | -0.0113     |
|    std                  | 0.365       |
|    value_loss           | 5.29        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 967        |
|    ep_rew_mean          | 161        |
| time/                   |            |
|    fps                  | 493        |
|    iterations           | 273        |
|    time_elapsed         | 1132       |
|    total_timesteps      | 559104     |
| train/                  |            |
|    approx_kl            | 0.03341077 |
|    clip_fraction        | 0.289      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.6       |
|    explained_variance   | 0.33       |
|    learning_rate        | 0.0003     |
|    loss                 | 2.22       |
|    n_updates            | 2720       |
|    policy_gradient_loss | -0.00955   |
|    std                  | 0.364      |
|    value_loss           | 4.49       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 967         |
|    ep_rew_mean          | 162         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 274         |
|    time_elapsed         | 1137        |
|    total_timesteps      | 561152      |
| train/                  |             |
|    approx_kl            | 0.026171142 |
|    clip_fraction        | 0.276       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.59       |
|    explained_variance   | 0.398       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.32        |
|    n_updates            | 2730        |
|    policy_gradient_loss | -0.00532    |
|    std                  | 0.364       |
|    value_loss           | 2.5         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 950         |
|    ep_rew_mean          | 158         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 275         |
|    time_elapsed         | 1141        |
|    total_timesteps      | 563200      |
| train/                  |             |
|    approx_kl            | 0.013488913 |
|    clip_fraction        | 0.173       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.58       |
|    explained_variance   | 0.839       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.66        |
|    n_updates            | 2740        |
|    policy_gradient_loss | -0.00853    |
|    std                  | 0.363       |
|    value_loss           | 9.89        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 939        |
|    ep_rew_mean          | 156        |
| time/                   |            |
|    fps                  | 493        |
|    iterations           | 276        |
|    time_elapsed         | 1145       |
|    total_timesteps      | 565248     |
| train/                  |            |
|    approx_kl            | 0.00967748 |
|    clip_fraction        | 0.128      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.58      |
|    explained_variance   | 0.896      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.95       |
|    n_updates            | 2750       |
|    policy_gradient_loss | -0.0141    |
|    std                  | 0.363      |
|    value_loss           | 17.4       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 960         |
|    ep_rew_mean          | 164         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 277         |
|    time_elapsed         | 1149        |
|    total_timesteps      | 567296      |
| train/                  |             |
|    approx_kl            | 0.021883983 |
|    clip_fraction        | 0.201       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.58       |
|    explained_variance   | 0.925       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.55        |
|    n_updates            | 2760        |
|    policy_gradient_loss | -0.00677    |
|    std                  | 0.364       |
|    value_loss           | 13.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 951         |
|    ep_rew_mean          | 161         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 278         |
|    time_elapsed         | 1154        |
|    total_timesteps      | 569344      |
| train/                  |             |
|    approx_kl            | 0.026047938 |
|    clip_fraction        | 0.223       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.58       |
|    explained_variance   | 0.392       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.34        |
|    n_updates            | 2770        |
|    policy_gradient_loss | -0.003      |
|    std                  | 0.363       |
|    value_loss           | 15.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 962         |
|    ep_rew_mean          | 164         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 279         |
|    time_elapsed         | 1157        |
|    total_timesteps      | 571392      |
| train/                  |             |
|    approx_kl            | 0.014109013 |
|    clip_fraction        | 0.192       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.58       |
|    explained_variance   | 0.939       |
|    learning_rate        | 0.0003      |
|    loss                 | 8.17        |
|    n_updates            | 2780        |
|    policy_gradient_loss | -0.0152     |
|    std                  | 0.365       |
|    value_loss           | 13.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 961         |
|    ep_rew_mean          | 165         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 280         |
|    time_elapsed         | 1161        |
|    total_timesteps      | 573440      |
| train/                  |             |
|    approx_kl            | 0.011203104 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.59       |
|    explained_variance   | 0.885       |
|    learning_rate        | 0.0003      |
|    loss                 | 12.1        |
|    n_updates            | 2790        |
|    policy_gradient_loss | -0.00799    |
|    std                  | 0.364       |
|    value_loss           | 22.7        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 960        |
|    ep_rew_mean          | 164        |
| time/                   |            |
|    fps                  | 493        |
|    iterations           | 281        |
|    time_elapsed         | 1166       |
|    total_timesteps      | 575488     |
| train/                  |            |
|    approx_kl            | 0.02967685 |
|    clip_fraction        | 0.33       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.58      |
|    explained_variance   | -0.0204    |
|    learning_rate        | 0.0003     |
|    loss                 | 1.15       |
|    n_updates            | 2800       |
|    policy_gradient_loss | -0.00341   |
|    std                  | 0.364      |
|    value_loss           | 5.53       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 958         |
|    ep_rew_mean          | 164         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 282         |
|    time_elapsed         | 1170        |
|    total_timesteps      | 577536      |
| train/                  |             |
|    approx_kl            | 0.026129255 |
|    clip_fraction        | 0.263       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.57       |
|    explained_variance   | 0.908       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.09        |
|    n_updates            | 2810        |
|    policy_gradient_loss | -0.00885    |
|    std                  | 0.363       |
|    value_loss           | 5.32        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 968         |
|    ep_rew_mean          | 167         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 283         |
|    time_elapsed         | 1174        |
|    total_timesteps      | 579584      |
| train/                  |             |
|    approx_kl            | 0.023516893 |
|    clip_fraction        | 0.329       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.55       |
|    explained_variance   | 0.149       |
|    learning_rate        | 0.0003      |
|    loss                 | 4           |
|    n_updates            | 2820        |
|    policy_gradient_loss | -0.00498    |
|    std                  | 0.361       |
|    value_loss           | 4.43        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 967         |
|    ep_rew_mean          | 167         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 284         |
|    time_elapsed         | 1178        |
|    total_timesteps      | 581632      |
| train/                  |             |
|    approx_kl            | 0.019313257 |
|    clip_fraction        | 0.252       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.55       |
|    explained_variance   | 0.907       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.57        |
|    n_updates            | 2830        |
|    policy_gradient_loss | -0.00191    |
|    std                  | 0.363       |
|    value_loss           | 8.14        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 970         |
|    ep_rew_mean          | 167         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 285         |
|    time_elapsed         | 1182        |
|    total_timesteps      | 583680      |
| train/                  |             |
|    approx_kl            | 0.019715415 |
|    clip_fraction        | 0.257       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.55       |
|    explained_variance   | 0.61        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.36        |
|    n_updates            | 2840        |
|    policy_gradient_loss | -0.00484    |
|    std                  | 0.362       |
|    value_loss           | 3.22        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 971         |
|    ep_rew_mean          | 167         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 286         |
|    time_elapsed         | 1186        |
|    total_timesteps      | 585728      |
| train/                  |             |
|    approx_kl            | 0.010848161 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.54       |
|    explained_variance   | 0.808       |
|    learning_rate        | 0.0003      |
|    loss                 | 20.8        |
|    n_updates            | 2850        |
|    policy_gradient_loss | -0.0109     |
|    std                  | 0.362       |
|    value_loss           | 49.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 973         |
|    ep_rew_mean          | 169         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 287         |
|    time_elapsed         | 1190        |
|    total_timesteps      | 587776      |
| train/                  |             |
|    approx_kl            | 0.029731201 |
|    clip_fraction        | 0.335       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.55       |
|    explained_variance   | 0.303       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.294       |
|    n_updates            | 2860        |
|    policy_gradient_loss | -0.00736    |
|    std                  | 0.362       |
|    value_loss           | 2.37        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 990         |
|    ep_rew_mean          | 176         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 288         |
|    time_elapsed         | 1195        |
|    total_timesteps      | 589824      |
| train/                  |             |
|    approx_kl            | 0.022122417 |
|    clip_fraction        | 0.298       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.53       |
|    explained_variance   | 0.348       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.27        |
|    n_updates            | 2870        |
|    policy_gradient_loss | -0.00666    |
|    std                  | 0.362       |
|    value_loss           | 3.31        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 990        |
|    ep_rew_mean          | 176        |
| time/                   |            |
|    fps                  | 493        |
|    iterations           | 289        |
|    time_elapsed         | 1199       |
|    total_timesteps      | 591872     |
| train/                  |            |
|    approx_kl            | 0.02834303 |
|    clip_fraction        | 0.287      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.53      |
|    explained_variance   | 0.264      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.43       |
|    n_updates            | 2880       |
|    policy_gradient_loss | -0.00469   |
|    std                  | 0.361      |
|    value_loss           | 4.02       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 994         |
|    ep_rew_mean          | 178         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 290         |
|    time_elapsed         | 1202        |
|    total_timesteps      | 593920      |
| train/                  |             |
|    approx_kl            | 0.019641453 |
|    clip_fraction        | 0.262       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.53       |
|    explained_variance   | 0.41        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.559       |
|    n_updates            | 2890        |
|    policy_gradient_loss | -0.00666    |
|    std                  | 0.362       |
|    value_loss           | 2.07        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 991         |
|    ep_rew_mean          | 176         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 291         |
|    time_elapsed         | 1207        |
|    total_timesteps      | 595968      |
| train/                  |             |
|    approx_kl            | 0.019052282 |
|    clip_fraction        | 0.275       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.54       |
|    explained_variance   | 0.368       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.626       |
|    n_updates            | 2900        |
|    policy_gradient_loss | -0.00807    |
|    std                  | 0.362       |
|    value_loss           | 3.98        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 990         |
|    ep_rew_mean          | 176         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 292         |
|    time_elapsed         | 1211        |
|    total_timesteps      | 598016      |
| train/                  |             |
|    approx_kl            | 0.020086484 |
|    clip_fraction        | 0.198       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.53       |
|    explained_variance   | 0.909       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.31        |
|    n_updates            | 2910        |
|    policy_gradient_loss | -0.00742    |
|    std                  | 0.363       |
|    value_loss           | 9.67        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 997         |
|    ep_rew_mean          | 179         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 293         |
|    time_elapsed         | 1215        |
|    total_timesteps      | 600064      |
| train/                  |             |
|    approx_kl            | 0.028937764 |
|    clip_fraction        | 0.286       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.55       |
|    explained_variance   | 0.258       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.01        |
|    n_updates            | 2920        |
|    policy_gradient_loss | -0.0121     |
|    std                  | 0.365       |
|    value_loss           | 5.38        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 995         |
|    ep_rew_mean          | 179         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 294         |
|    time_elapsed         | 1219        |
|    total_timesteps      | 602112      |
| train/                  |             |
|    approx_kl            | 0.019201873 |
|    clip_fraction        | 0.223       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.58       |
|    explained_variance   | 0.514       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.471       |
|    n_updates            | 2930        |
|    policy_gradient_loss | -0.00956    |
|    std                  | 0.37        |
|    value_loss           | 2.25        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 986         |
|    ep_rew_mean          | 178         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 295         |
|    time_elapsed         | 1223        |
|    total_timesteps      | 604160      |
| train/                  |             |
|    approx_kl            | 0.018785717 |
|    clip_fraction        | 0.259       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.59       |
|    explained_variance   | 0.368       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.69        |
|    n_updates            | 2940        |
|    policy_gradient_loss | -0.00808    |
|    std                  | 0.368       |
|    value_loss           | 3.49        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 984         |
|    ep_rew_mean          | 178         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 296         |
|    time_elapsed         | 1227        |
|    total_timesteps      | 606208      |
| train/                  |             |
|    approx_kl            | 0.018783385 |
|    clip_fraction        | 0.189       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.58       |
|    explained_variance   | 0.854       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.58        |
|    n_updates            | 2950        |
|    policy_gradient_loss | -0.0113     |
|    std                  | 0.367       |
|    value_loss           | 12.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 990         |
|    ep_rew_mean          | 180         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 297         |
|    time_elapsed         | 1231        |
|    total_timesteps      | 608256      |
| train/                  |             |
|    approx_kl            | 0.024007745 |
|    clip_fraction        | 0.307       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.55       |
|    explained_variance   | 0.303       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.44        |
|    n_updates            | 2960        |
|    policy_gradient_loss | -0.00437    |
|    std                  | 0.362       |
|    value_loss           | 4.25        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | 184         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 298         |
|    time_elapsed         | 1235        |
|    total_timesteps      | 610304      |
| train/                  |             |
|    approx_kl            | 0.026338879 |
|    clip_fraction        | 0.299       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.51       |
|    explained_variance   | 0.33        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.26        |
|    n_updates            | 2970        |
|    policy_gradient_loss | -0.00488    |
|    std                  | 0.358       |
|    value_loss           | 2.21        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 996        |
|    ep_rew_mean          | 184        |
| time/                   |            |
|    fps                  | 493        |
|    iterations           | 299        |
|    time_elapsed         | 1240       |
|    total_timesteps      | 612352     |
| train/                  |            |
|    approx_kl            | 0.02962686 |
|    clip_fraction        | 0.325      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.48      |
|    explained_variance   | 0.898      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.16       |
|    n_updates            | 2980       |
|    policy_gradient_loss | -0.01      |
|    std                  | 0.358      |
|    value_loss           | 11.1       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.01e+03    |
|    ep_rew_mean          | 188         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 300         |
|    time_elapsed         | 1244        |
|    total_timesteps      | 614400      |
| train/                  |             |
|    approx_kl            | 0.010733646 |
|    clip_fraction        | 0.151       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.47       |
|    explained_variance   | 0.896       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.82        |
|    n_updates            | 2990        |
|    policy_gradient_loss | -0.00704    |
|    std                  | 0.358       |
|    value_loss           | 12.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 965         |
|    ep_rew_mean          | 176         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 301         |
|    time_elapsed         | 1247        |
|    total_timesteps      | 616448      |
| train/                  |             |
|    approx_kl            | 0.019919556 |
|    clip_fraction        | 0.242       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.47       |
|    explained_variance   | 0.92        |
|    learning_rate        | 0.0003      |
|    loss                 | 10.4        |
|    n_updates            | 3000        |
|    policy_gradient_loss | -0.00654    |
|    std                  | 0.358       |
|    value_loss           | 6.93        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 965         |
|    ep_rew_mean          | 177         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 302         |
|    time_elapsed         | 1252        |
|    total_timesteps      | 618496      |
| train/                  |             |
|    approx_kl            | 0.007938489 |
|    clip_fraction        | 0.0777      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.48       |
|    explained_variance   | 0.943       |
|    learning_rate        | 0.0003      |
|    loss                 | 34.3        |
|    n_updates            | 3010        |
|    policy_gradient_loss | -0.00926    |
|    std                  | 0.358       |
|    value_loss           | 50          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 972         |
|    ep_rew_mean          | 182         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 303         |
|    time_elapsed         | 1256        |
|    total_timesteps      | 620544      |
| train/                  |             |
|    approx_kl            | 0.027310524 |
|    clip_fraction        | 0.307       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.47       |
|    explained_variance   | 0.0141      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.337       |
|    n_updates            | 3020        |
|    policy_gradient_loss | -0.00157    |
|    std                  | 0.357       |
|    value_loss           | 1.94        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 965        |
|    ep_rew_mean          | 180        |
| time/                   |            |
|    fps                  | 493        |
|    iterations           | 304        |
|    time_elapsed         | 1261       |
|    total_timesteps      | 622592     |
| train/                  |            |
|    approx_kl            | 0.03545063 |
|    clip_fraction        | 0.353      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.46      |
|    explained_variance   | 0.216      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.5        |
|    n_updates            | 3030       |
|    policy_gradient_loss | -0.00858   |
|    std                  | 0.357      |
|    value_loss           | 4.19       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 956         |
|    ep_rew_mean          | 176         |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 305         |
|    time_elapsed         | 1265        |
|    total_timesteps      | 624640      |
| train/                  |             |
|    approx_kl            | 0.011701357 |
|    clip_fraction        | 0.158       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.45       |
|    explained_variance   | 0.918       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.07        |
|    n_updates            | 3040        |
|    policy_gradient_loss | -0.00889    |
|    std                  | 0.358       |
|    value_loss           | 25.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 952         |
|    ep_rew_mean          | 175         |
| time/                   |             |
|    fps                  | 491         |
|    iterations           | 306         |
|    time_elapsed         | 1273        |
|    total_timesteps      | 626688      |
| train/                  |             |
|    approx_kl            | 0.011746641 |
|    clip_fraction        | 0.132       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.46       |
|    explained_variance   | 0.899       |
|    learning_rate        | 0.0003      |
|    loss                 | 17.3        |
|    n_updates            | 3050        |
|    policy_gradient_loss | -0.0131     |
|    std                  | 0.358       |
|    value_loss           | 66.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 942         |
|    ep_rew_mean          | 172         |
| time/                   |             |
|    fps                  | 492         |
|    iterations           | 307         |
|    time_elapsed         | 1277        |
|    total_timesteps      | 628736      |
