Logging to ./baseline_seed_data/bipedalwalker/
---------------------------------
| rollout/           |          |
|    clip_fraction        | 0.28       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.63      |
|    explained_variance   | -0.139     |
|    learning_rate        | 0.0003     |
|    loss                 | 0.775      |
|    n_updates            | 2380       |
|    policy_gradient_loss | -0.00315   |
|    std                  | 0.365      |
|    value_loss           | 4.36       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 898         |
|    ep_rew_mean          | 68.4        |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 240         |
|    time_elapsed         | 974         |
|    total_timesteps      | 491520      |
| train/                  |             |
|    approx_kl            | 0.027188947 |
|    clip_fraction        | 0.254       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.62       |
|    explained_variance   | 0.784       |
|    learning_rate        | 0.0003      |
|    loss                 | 19.1        |
|    n_updates            | 2390        |
|    policy_gradient_loss | -0.00463    |
|    std                  | 0.365       |
|    value_loss           | 26.5        |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 904       |
|    ep_rew_mean          | 71.1      |
| time/                   |           |
|    fps                  | 504       |
|    iterations           | 241       |
|    time_elapsed         | 978       |
|    total_timesteps      | 493568    |
| train/                  |           |
|    approx_kl            | 0.0221484 |
|    clip_fraction        | 0.245     |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.63     |
|    explained_variance   | 0.937     |
|    learning_rate        | 0.0003    |
|    loss                 | 2.55      |
|    n_updates            | 2400      |
|    policy_gradient_loss | -0.00725  |
|    std                  | 0.367     |
|    value_loss           | 8.29      |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 908         |
|    ep_rew_mean          | 72.1        |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 242         |
|    time_elapsed         | 981         |
|    total_timesteps      | 495616      |
| train/                  |             |
|    approx_kl            | 0.023172922 |
|    clip_fraction        | 0.261       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.66       |
|    explained_variance   | -0.169      |
|    learning_rate        | 0.0003      |
|    loss                 | 1.79        |
|    n_updates            | 2410        |
|    policy_gradient_loss | -0.00406    |
|    std                  | 0.369       |
|    value_loss           | 6           |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 920         |
|    ep_rew_mean          | 75.1        |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 243         |
|    time_elapsed         | 985         |
|    total_timesteps      | 497664      |
| train/                  |             |
|    approx_kl            | 0.012669361 |
|    clip_fraction        | 0.169       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.68       |
|    explained_variance   | 0.939       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.99        |
|    n_updates            | 2420        |
|    policy_gradient_loss | -0.00964    |
|    std                  | 0.371       |
|    value_loss           | 13          |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 931        |
|    ep_rew_mean          | 77.8       |
| time/                   |            |
|    fps                  | 504        |
|    iterations           | 244        |
|    time_elapsed         | 990        |
|    total_timesteps      | 499712     |
| train/                  |            |
|    approx_kl            | 0.03374038 |
|    clip_fraction        | 0.309      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.65      |
|    explained_variance   | 0.112      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.43       |
|    n_updates            | 2430       |
|    policy_gradient_loss | -0.00262   |
|    std                  | 0.366      |
|    value_loss           | 3.2        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 954         |
|    ep_rew_mean          | 82.9        |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 245         |
|    time_elapsed         | 993         |
|    total_timesteps      | 501760      |
| train/                  |             |
|    approx_kl            | 0.025112454 |
|    clip_fraction        | 0.326       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.6        |
|    explained_variance   | 0.658       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.39        |
|    n_updates            | 2440        |
|    policy_gradient_loss | -0.00662    |
|    std                  | 0.361       |
|    value_loss           | 1.65        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 950         |
|    ep_rew_mean          | 82.7        |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 246         |
|    time_elapsed         | 997         |
|    total_timesteps      | 503808      |
| train/                  |             |
|    approx_kl            | 0.016051749 |
|    clip_fraction        | 0.208       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.58       |
|    explained_variance   | 0.944       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.82        |
|    n_updates            | 2450        |
|    policy_gradient_loss | -0.0112     |
|    std                  | 0.362       |
|    value_loss           | 10          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 941         |
|    ep_rew_mean          | 83.2        |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 247         |
|    time_elapsed         | 1002        |
|    total_timesteps      | 505856      |
| train/                  |             |
|    approx_kl            | 0.020927243 |
|    clip_fraction        | 0.206       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.59       |
|    explained_variance   | 0.866       |
|    learning_rate        | 0.0003      |
|    loss                 | 9.12        |
|    n_updates            | 2460        |
|    policy_gradient_loss | -0.00603    |
|    std                  | 0.361       |
|    value_loss           | 17.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 946         |
|    ep_rew_mean          | 85.2        |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 248         |
|    time_elapsed         | 1006        |
|    total_timesteps      | 507904      |
| train/                  |             |
|    approx_kl            | 0.010693407 |
|    clip_fraction        | 0.109       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.58       |
|    explained_variance   | 0.933       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.15        |
|    n_updates            | 2470        |
|    policy_gradient_loss | -0.0056     |
|    std                  | 0.361       |
|    value_loss           | 23.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 946         |
|    ep_rew_mean          | 86.5        |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 249         |
|    time_elapsed         | 1010        |
|    total_timesteps      | 509952      |
| train/                  |             |
|    approx_kl            | 0.026234005 |
|    clip_fraction        | 0.283       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.58       |
|    explained_variance   | 0.144       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.78        |
|    n_updates            | 2480        |
|    policy_gradient_loss | -0.00857    |
|    std                  | 0.36        |
|    value_loss           | 2.93        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 967         |
|    ep_rew_mean          | 92.2        |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 250         |
|    time_elapsed         | 1014        |
|    total_timesteps      | 512000      |
| train/                  |             |
|    approx_kl            | 0.027152881 |
|    clip_fraction        | 0.288       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.54       |
|    explained_variance   | 0.567       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.312       |
|    n_updates            | 2490        |
|    policy_gradient_loss | -0.00538    |
|    std                  | 0.355       |
|    value_loss           | 1.53        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 982         |
|    ep_rew_mean          | 95.6        |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 251         |
|    time_elapsed         | 1019        |
|    total_timesteps      | 514048      |
| train/                  |             |
|    approx_kl            | 0.031657122 |
|    clip_fraction        | 0.302       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.5        |
|    explained_variance   | 0.523       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.554       |
|    n_updates            | 2500        |
|    policy_gradient_loss | -0.00563    |
|    std                  | 0.354       |
|    value_loss           | 2.24        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 972         |
|    ep_rew_mean          | 93.8        |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 252         |
|    time_elapsed         | 1023        |
|    total_timesteps      | 516096      |
| train/                  |             |
|    approx_kl            | 0.025566325 |
|    clip_fraction        | 0.274       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.5        |
|    explained_variance   | 0.67        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.715       |
|    n_updates            | 2510        |
|    policy_gradient_loss | -0.0104     |
|    std                  | 0.353       |
|    value_loss           | 1.96        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 969         |
|    ep_rew_mean          | 92.5        |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 253         |
|    time_elapsed         | 1026        |
|    total_timesteps      | 518144      |
| train/                  |             |
|    approx_kl            | 0.017487843 |
|    clip_fraction        | 0.23        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.49       |
|    explained_variance   | 0.972       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.284       |
|    n_updates            | 2520        |
|    policy_gradient_loss | -0.00828    |
|    std                  | 0.353       |
|    value_loss           | 1.72        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 967         |
|    ep_rew_mean          | 92.3        |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 254         |
|    time_elapsed         | 1030        |
|    total_timesteps      | 520192      |
| train/                  |             |
|    approx_kl            | 0.014175386 |
|    clip_fraction        | 0.228       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.49       |
|    explained_variance   | 0.899       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.273       |
|    n_updates            | 2530        |
|    policy_gradient_loss | -0.00807    |
|    std                  | 0.353       |
|    value_loss           | 10.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 994         |
|    ep_rew_mean          | 98.1        |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 255         |
|    time_elapsed         | 1035        |
|    total_timesteps      | 522240      |
| train/                  |             |
|    approx_kl            | 0.007996775 |
|    clip_fraction        | 0.155       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.48       |
|    explained_variance   | 0.86        |
|    learning_rate        | 0.0003      |
|    loss                 | 7.45        |
|    n_updates            | 2540        |
|    policy_gradient_loss | -0.00703    |
|    std                  | 0.352       |
|    value_loss           | 32.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 995         |
|    ep_rew_mean          | 99.2        |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 256         |
|    time_elapsed         | 1038        |
|    total_timesteps      | 524288      |
| train/                  |             |
|    approx_kl            | 0.015195161 |
|    clip_fraction        | 0.171       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.48       |
|    explained_variance   | 0.883       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.05        |
|    n_updates            | 2550        |
|    policy_gradient_loss | -0.0103     |
|    std                  | 0.352       |
|    value_loss           | 17.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.01e+03    |
|    ep_rew_mean          | 103         |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 257         |
|    time_elapsed         | 1042        |
|    total_timesteps      | 526336      |
| train/                  |             |
|    approx_kl            | 0.020417064 |
|    clip_fraction        | 0.245       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.47       |
|    explained_variance   | 0.38        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.339       |
|    n_updates            | 2560        |
|    policy_gradient_loss | -0.00354    |
|    std                  | 0.351       |
|    value_loss           | 2.47        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.02e+03   |
|    ep_rew_mean          | 106        |
| time/                   |            |
|    fps                  | 504        |
|    iterations           | 258        |
|    time_elapsed         | 1046       |
|    total_timesteps      | 528384     |
| train/                  |            |
|    approx_kl            | 0.02469886 |
|    clip_fraction        | 0.294      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.44      |
|    explained_variance   | 0.63       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.749      |
|    n_updates            | 2570       |
|    policy_gradient_loss | -0.00544   |
|    std                  | 0.348      |
|    value_loss           | 1.29       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.02e+03    |
|    ep_rew_mean          | 105         |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 259         |
|    time_elapsed         | 1050        |
|    total_timesteps      | 530432      |
| train/                  |             |
|    approx_kl            | 0.026257237 |
|    clip_fraction        | 0.258       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.42       |
|    explained_variance   | 0.515       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.06        |
|    n_updates            | 2580        |
|    policy_gradient_loss | -0.00656    |
|    std                  | 0.347       |
|    value_loss           | 2.38        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.03e+03    |
|    ep_rew_mean          | 108         |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 260         |
|    time_elapsed         | 1054        |
|    total_timesteps      | 532480      |
| train/                  |             |
|    approx_kl            | 0.018596467 |
|    clip_fraction        | 0.189       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.41       |
|    explained_variance   | 0.942       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.21        |
|    n_updates            | 2590        |
|    policy_gradient_loss | -0.00905    |
|    std                  | 0.345       |
|    value_loss           | 4.13        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.04e+03   |
|    ep_rew_mean          | 111        |
| time/                   |            |
|    fps                  | 505        |
|    iterations           | 261        |
|    time_elapsed         | 1058       |
|    total_timesteps      | 534528     |
| train/                  |            |
|    approx_kl            | 0.01971507 |
|    clip_fraction        | 0.278      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.39      |
|    explained_variance   | 0.252      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.106      |
|    n_updates            | 2600       |
|    policy_gradient_loss | -0.00828   |
|    std                  | 0.344      |
|    value_loss           | 1.75       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.04e+03    |
|    ep_rew_mean          | 111         |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 262         |
|    time_elapsed         | 1063        |
|    total_timesteps      | 536576      |
| train/                  |             |
|    approx_kl            | 0.014399305 |
|    clip_fraction        | 0.182       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.38       |
|    explained_variance   | 0.893       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.592       |
|    n_updates            | 2610        |
|    policy_gradient_loss | -0.00685    |
|    std                  | 0.344       |
|    value_loss           | 6.19        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.05e+03    |
|    ep_rew_mean          | 114         |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 263         |
|    time_elapsed         | 1067        |
|    total_timesteps      | 538624      |
| train/                  |             |
|    approx_kl            | 0.028665196 |
|    clip_fraction        | 0.303       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.34       |
|    explained_variance   | 0.594       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0825      |
|    n_updates            | 2620        |
|    policy_gradient_loss | -0.00851    |
|    std                  | 0.338       |
|    value_loss           | 0.441       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.06e+03    |
|    ep_rew_mean          | 117         |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 264         |
|    time_elapsed         | 1070        |
|    total_timesteps      | 540672      |
| train/                  |             |
|    approx_kl            | 0.024970971 |
|    clip_fraction        | 0.252       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.3        |
|    explained_variance   | 0.651       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.111       |
|    n_updates            | 2630        |
|    policy_gradient_loss | -0.00879    |
|    std                  | 0.335       |
|    value_loss           | 1.66        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.06e+03    |
|    ep_rew_mean          | 117         |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 265         |
|    time_elapsed         | 1074        |
|    total_timesteps      | 542720      |
| train/                  |             |
|    approx_kl            | 0.025451185 |
|    clip_fraction        | 0.254       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.29       |
|    explained_variance   | 0.572       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.95        |
|    n_updates            | 2640        |
|    policy_gradient_loss | -0.00841    |
|    std                  | 0.336       |
|    value_loss           | 2.58        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.07e+03    |
|    ep_rew_mean          | 120         |
| time/                   |             |
|    fps                  | 504         |
|    iterations           | 266         |
|    time_elapsed         | 1079        |
|    total_timesteps      | 544768      |
| train/                  |             |
|    approx_kl            | 0.022199819 |
|    clip_fraction        | 0.215       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.28       |
|    explained_variance   | 0.747       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.492       |
|    n_updates            | 2650        |
|    policy_gradient_loss | -0.00619    |
|    std                  | 0.334       |
|    value_loss           | 1.92        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.07e+03   |
|    ep_rew_mean          | 123        |
| time/                   |            |
|    fps                  | 504        |
|    iterations           | 267        |
|    time_elapsed         | 1082       |
|    total_timesteps      | 546816     |
| train/                  |            |
|    approx_kl            | 0.01902585 |
|    clip_fraction        | 0.229      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.25      |
|    explained_variance   | 0.642      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.82       |
|    n_updates            | 2660       |
|    policy_gradient_loss | -0.00929   |
|    std                  | 0.331      |
|    value_loss           | 3.48       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.08e+03    |
|    ep_rew_mean          | 127         |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 268         |
|    time_elapsed         | 1086        |
|    total_timesteps      | 548864      |
| train/                  |             |
|    approx_kl            | 0.022281831 |
|    clip_fraction        | 0.266       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.24       |
|    explained_variance   | 0.587       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.664       |
|    n_updates            | 2670        |
|    policy_gradient_loss | -0.00979    |
|    std                  | 0.332       |
|    value_loss           | 2.24        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.09e+03   |
|    ep_rew_mean          | 130        |
| time/                   |            |
|    fps                  | 505        |
|    iterations           | 269        |
|    time_elapsed         | 1090       |
|    total_timesteps      | 550912     |
| train/                  |            |
|    approx_kl            | 0.02769449 |
|    clip_fraction        | 0.271      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.25      |
|    explained_variance   | 0.756      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.722      |
|    n_updates            | 2680       |
|    policy_gradient_loss | -0.0053    |
|    std                  | 0.332      |
|    value_loss           | 1.72       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.1e+03    |
|    ep_rew_mean          | 133        |
| time/                   |            |
|    fps                  | 504        |
|    iterations           | 270        |
|    time_elapsed         | 1095       |
|    total_timesteps      | 552960     |
| train/                  |            |
|    approx_kl            | 0.01797032 |
|    clip_fraction        | 0.247      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.24      |
|    explained_variance   | 0.483      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.38       |
|    n_updates            | 2690       |
|    policy_gradient_loss | -0.01      |
|    std                  | 0.331      |
|    value_loss           | 3.67       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.08e+03    |
|    ep_rew_mean          | 130         |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 271         |
|    time_elapsed         | 1098        |
|    total_timesteps      | 555008      |
| train/                  |             |
|    approx_kl            | 0.020589335 |
|    clip_fraction        | 0.247       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.23       |
|    explained_variance   | 0.652       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.37        |
|    n_updates            | 2700        |
|    policy_gradient_loss | -0.0113     |
|    std                  | 0.33        |
|    value_loss           | 2.32        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.06e+03     |
|    ep_rew_mean          | 126          |
| time/                   |              |
|    fps                  | 505          |
|    iterations           | 272          |
|    time_elapsed         | 1102         |
|    total_timesteps      | 557056       |
| train/                  |              |
|    approx_kl            | 0.0075906096 |
|    clip_fraction        | 0.0943       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.23        |
|    explained_variance   | 0.9          |
|    learning_rate        | 0.0003       |
|    loss                 | 7.96         |
|    n_updates            | 2710         |
|    policy_gradient_loss | -0.0066      |
|    std                  | 0.331        |
|    value_loss           | 20           |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.04e+03    |
|    ep_rew_mean          | 123         |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 273         |
|    time_elapsed         | 1107        |
|    total_timesteps      | 559104      |
| train/                  |             |
|    approx_kl            | 0.011291602 |
|    clip_fraction        | 0.135       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.23       |
|    explained_variance   | 0.953       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.05        |
|    n_updates            | 2720        |
|    policy_gradient_loss | -0.0096     |
|    std                  | 0.331       |
|    value_loss           | 8.2         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.06e+03     |
|    ep_rew_mean          | 128          |
| time/                   |              |
|    fps                  | 505          |
|    iterations           | 274          |
|    time_elapsed         | 1110         |
|    total_timesteps      | 561152       |
| train/                  |              |
|    approx_kl            | 0.0079853255 |
|    clip_fraction        | 0.0811       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.23        |
|    explained_variance   | 0.907        |
|    learning_rate        | 0.0003       |
|    loss                 | 36.2         |
|    n_updates            | 2730         |
|    policy_gradient_loss | -0.00898     |
|    std                  | 0.331        |
|    value_loss           | 41.9         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.07e+03    |
|    ep_rew_mean          | 129         |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 275         |
|    time_elapsed         | 1114        |
|    total_timesteps      | 563200      |
| train/                  |             |
|    approx_kl            | 0.011723698 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.23       |
|    explained_variance   | 0.915       |
|    learning_rate        | 0.0003      |
|    loss                 | 11.4        |
|    n_updates            | 2740        |
|    policy_gradient_loss | -0.0113     |
|    std                  | 0.33        |
|    value_loss           | 12.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.09e+03    |
|    ep_rew_mean          | 134         |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 276         |
|    time_elapsed         | 1118        |
|    total_timesteps      | 565248      |
| train/                  |             |
|    approx_kl            | 0.014610935 |
|    clip_fraction        | 0.137       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.22       |
|    explained_variance   | 0.915       |
|    learning_rate        | 0.0003      |
|    loss                 | 20.9        |
|    n_updates            | 2750        |
|    policy_gradient_loss | -0.00782    |
|    std                  | 0.329       |
|    value_loss           | 14.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.08e+03    |
|    ep_rew_mean          | 132         |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 277         |
|    time_elapsed         | 1123        |
|    total_timesteps      | 567296      |
| train/                  |             |
|    approx_kl            | 0.023374828 |
|    clip_fraction        | 0.232       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.21       |
|    explained_variance   | 0.957       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.09        |
|    n_updates            | 2760        |
|    policy_gradient_loss | -0.0065     |
|    std                  | 0.329       |
|    value_loss           | 8.97        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.05e+03    |
|    ep_rew_mean          | 125         |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 278         |
|    time_elapsed         | 1126        |
|    total_timesteps      | 569344      |
| train/                  |             |
|    approx_kl            | 0.011448443 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.21       |
|    explained_variance   | 0.939       |
|    learning_rate        | 0.0003      |
|    loss                 | 8.79        |
|    n_updates            | 2770        |
|    policy_gradient_loss | -0.00959    |
|    std                  | 0.329       |
|    value_loss           | 28.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.04e+03    |
|    ep_rew_mean          | 123         |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 279         |
|    time_elapsed         | 1130        |
|    total_timesteps      | 571392      |
| train/                  |             |
|    approx_kl            | 0.013757365 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.21       |
|    explained_variance   | 0.934       |
|    learning_rate        | 0.0003      |
|    loss                 | 8.36        |
|    n_updates            | 2780        |
|    policy_gradient_loss | -0.0119     |
|    std                  | 0.329       |
|    value_loss           | 31.1        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1e+03      |
|    ep_rew_mean          | 115        |
| time/                   |            |
|    fps                  | 505        |
|    iterations           | 280        |
|    time_elapsed         | 1134       |
|    total_timesteps      | 573440     |
| train/                  |            |
|    approx_kl            | 0.01351114 |
|    clip_fraction        | 0.16       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.21      |
|    explained_variance   | 0.911      |
|    learning_rate        | 0.0003     |
|    loss                 | 13.7       |
|    n_updates            | 2790       |
|    policy_gradient_loss | -0.0107    |
|    std                  | 0.33       |
|    value_loss           | 31.1       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1e+03      |
|    ep_rew_mean          | 118        |
| time/                   |            |
|    fps                  | 505        |
|    iterations           | 281        |
|    time_elapsed         | 1138       |
|    total_timesteps      | 575488     |
| train/                  |            |
|    approx_kl            | 0.02035125 |
|    clip_fraction        | 0.175      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.22      |
|    explained_variance   | 0.909      |
|    learning_rate        | 0.0003     |
|    loss                 | 20.8       |
|    n_updates            | 2800       |
|    policy_gradient_loss | -0.00655   |
|    std                  | 0.33       |
|    value_loss           | 33.2       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 983         |
|    ep_rew_mean          | 114         |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 282         |
|    time_elapsed         | 1142        |
|    total_timesteps      | 577536      |
| train/                  |             |
|    approx_kl            | 0.016265038 |
|    clip_fraction        | 0.209       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.23       |
|    explained_variance   | 0.836       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.55        |
|    n_updates            | 2810        |
|    policy_gradient_loss | -0.00492    |
|    std                  | 0.331       |
|    value_loss           | 22.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 998         |
|    ep_rew_mean          | 118         |
| time/                   |             |
|    fps                  | 505         |
|    iterations           | 283         |
|    time_elapsed         | 1146        |
|    total_timesteps      | 579584      |
| train/                  |             |
|    approx_kl            | 0.014491646 |
|    clip_fraction        | 0.161       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.24       |
|    explained_variance   | 0.92        |
|    learning_rate        | 0.0003      |
|    loss                 | 21.2        |
|    n_updates            | 2820        |
|    policy_gradient_loss | -0.00986    |
|    std                  | 0.332       |
